Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
2016-11-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2793,1959,3982,3056,2418,3862,3456,2572,4644,3207,2629,3912,2433,1758,3368,1626,1318,2008
2016-12-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2747,1852,4076,2960,2340,3745,4147,3089,5566,3043,2510,3690,2735,1796,4166,1424,1149,1763
04/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2796,1947,4016,2798,2138,3660,3722,3038,4559,3078,2584,3668,2688,1741,4148,1596,1278,1992
04/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2496,1837,3394,2674,2040,3503,2953,2358,3699,2605,2183,3108,2394,1786,3209,1669,1246,2235
04/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2619,1879,3651,2719,2171,3405,3398,2809,4110,2776,2201,3503,2403,1803,3203,1387,1168,1647
04/16/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2729,1935,3850,2344,1901,2889,3466,2780,4322,2960,2498,3508,2866,2090,3932,1414,1134,1763
04/17/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2202,1689,2870,2115,1786,2506,2571,2241,2950,2271,1912,2698,2399,1847,3115,1442,1185,1755
04/18/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2695,1811,4011,2894,2344,3575,3378,2614,4366,3562,2688,4721,2403,1744,3312,1613,1266,2056
04/19/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2556,1752,3729,2939,2117,4079,3142,2431,4061,2679,2093,3428,2206,1725,2820,1450,1137,1848
04/20/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2723,1930,3842,2767,2145,3569,3415,2928,3982,3085,2472,3851,2638,1989,3499,1509,1187,1918
04/21/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2625,1840,3746,2727,2160,3442,3543,2901,4328,2902,2382,3534,2723,2062,3597,1388,1126,1712
04/22/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2646,1868,3748,2735,2003,3735,3330,2533,4378,2822,2444,3258,2564,1982,3317,1423,1110,1824
04/23/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2549,1861,3492,2321,1835,2935,3024,2568,3562,2926,2497,3429,2638,2026,3435,1466,1107,1941
04/24/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2113,1594,2801,2075,1696,2538,2444,1997,2991,2306,1908,2787,2079,1660,2602,1260,1062,1494
04/25/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2627,1849,3733,2737,2154,3477,3361,2894,3904,3040,2575,3588,2476,1791,3424,1401,1108,1772
04/26/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2576,1822,3642,2711,2203,3337,3341,2818,3961,2805,2222,3542,2543,1758,3678,1451,1219,1727
04/27/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2758,1924,3953,2807,2209,3566,3640,2753,4813,3163,2611,3831,2454,1708,3525,1348,1042,1744
04/28/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2620,1851,3710,2591,2177,3084,3377,2589,4405,3045,2604,3560,2583,1832,3642,1364,1170,1590
04/29/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2608,1938,3509,2589,2098,3194,3487,2866,4242,2663,2258,3140,2615,1918,3567,1569,1255,1961
04/30/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2727,1950,3813,2392,1908,3000,3522,2566,4835,3124,2615,3732,2749,2063,3663,1492,1188,1873
2016-01-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2116,1632,2744,2037,1644,2525,2309,1953,2729,2264,1810,2833,2274,1801,2870,1489,1184,1872
2016-02-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2570,1831,3608,2667,2157,3299,3292,2833,3825,2957,2522,3467,2398,1649,3489,1518,1206,1912
2016-03-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2605,1749,3881,2744,2254,3341,3583,2905,4420,3091,2424,3942,2719,1835,4029,1423,1123,1804
2016-04-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2790,1942,4008,2714,2187,3369,3728,3259,4264,3064,2514,3734,2894,1936,4327,1334,1112,1600
2016-05-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2908,1918,4410,2994,2216,4045,4011,3219,4999,3151,2553,3890,2774,1765,4359,1413,1116,1788
2016-06-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3019,1999,4558,2594,2154,3125,5077,3857,6682,2989,2498,3576,3762,2438,5805,1411,1066,1869
2016-07-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3045,1981,4681,2421,1989,2947,4095,3353,4999,3952,3094,5048,3012,2195,4135,1363,1074,1729
2016-08-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2327,1724,3142,2198,1765,2737,3128,2778,3522,2576,2096,3165,2096,1718,2558,1486,1200,1841
2016-09-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2457,1721,3508,2484,2022,3051,3185,2529,4010,2894,2247,3726,2506,1815,3459,1420,1206,1672
2016-10-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2669,1840,3872,2731,2205,3382,3950,3265,4778,3066,2382,3947,2649,1856,3782,1523,1210,1916
2016-11-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2692,1850,3915,2678,2146,3343,3510,2781,4429,3053,2372,3930,2658,1815,3891,1386,1135,1692
2016-12-05 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2755,1910,3973,2489,1956,3166,4054,3258,5046,3131,2631,3726,2641,1948,3580,1593,1116,2275
05/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2919,2018,4222,2810,2195,3597,3808,2988,4853,2963,2451,3580,3305,2467,4428,1633,1102,2420
05/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3113,2133,4543,2443,2092,2853,4201,3658,4825,3598,2940,4403,3046,2256,4112,1597,1194,2135
05/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2446,1929,3101,2666,2141,3320,2478,2058,2983,2558,2171,3014,2367,1920,2919,1762,1318,2354
05/16/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2586,1789,3738,2612,2101,3247,3720,3016,4588,2903,2390,3526,2334,1612,3379,1524,1183,1963
05/17/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2531,1739,3685,2484,1956,3154,3574,2780,4594,2937,2432,3547,2476,1804,3397,1430,1147,1781
05/18/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2828,1879,4255,2622,2091,3287,4298,3004,6147,3172,2538,3964,3154,2157,4612,1535,1203,1958
05/19/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2789,1945,4000,2738,2198,3412,3741,2842,4923,3022,2550,3581,2924,2086,4098,1445,1198,1743
05/20/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2795,1958,3990,2748,2197,3435,3667,2900,4638,3103,2559,3761,2714,2080,3542,1439,1149,1801
05/21/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2742,1947,3862,2274,1878,2752,3715,2970,4647,2992,2468,3628,2953,2223,3922,1520,1205,1917
05/22/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2157,1667,2790,1946,1597,2371,2482,2107,2923,2464,1955,3106,2207,1828,2664,1465,1208,1777
05/23/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2625,1777,3878,2780,2311,3345,3834,3256,4516,2930,2384,3601,2632,1805,3839,1473,1205,1799
05/24/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2814,1899,4171,2870,2292,3594,4094,3451,4857,3478,2672,4527,2359,1706,3261,1616,1151,2267
05/25/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2720,1838,4024,2648,2004,3499,3751,2623,5363,3137,2616,3761,2593,1862,3610,1496,1128,1985
05/26/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2886,1994,4178,2757,2270,3348,3591,3054,4224,3089,2537,3762,2903,1985,4247,1547,1048,2283
05/27/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2671,1841,3874,2524,2046,3115,3880,3118,4828,2810,2307,3422,2765,2044,3740,1337,1097,1630
05/28/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2721,1816,4077,2426,1938,3036,3745,3024,4636,3118,2454,3960,2733,1800,4149,1408,1169,1695
05/29/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2286,1686,3100,2173,1688,2798,3037,2595,3554,2411,2023,2875,2185,1704,2803,1452,1156,1823
05/30/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2692,1784,4063,2761,2151,3543,3778,3054,4674,3167,2685,3737,2750,1995,3791,1564,1167,2096
05/31/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2889,1910,4372,2834,2361,3401,3935,3208,4828,3216,2523,4101,2859,2032,4023,1380,1091,1746
2016-01-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3179,2070,4880,2859,2279,3587,4152,2837,6076,3317,2698,4077,3623,2202,5960,1465,1205,1781
2016-02-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2920,1979,4307,3139,2403,4101,3551,2662,4737,3075,2509,3768,3057,1991,4694,1496,1146,1953
2016-03-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3266,2217,4813,2830,2242,3571,4178,3235,5396,3127,2495,3920,4046,3100,5280,1522,1197,1934
2016-04-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3033,2057,4472,2570,2063,3202,4147,3470,4956,3693,2992,4558,2572,1787,3700,1572,1199,2061
2016-05-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2496,1803,3454,2102,1762,2508,3210,2656,3880,2841,2306,3501,2418,1878,3114,1445,1118,1867
2016-06-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2909,1866,4535,3065,2417,3887,4319,3368,5538,3364,2758,4103,3777,2820,5060,1521,1180,1961
2016-07-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3007,2050,4411,3119,2407,4040,4303,3431,5397,3216,2564,4035,2871,2102,3922,1626,1169,2261
2016-08-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3091,2030,4706,3112,2405,4027,3942,3070,5062,3723,3115,4450,2642,1708,4087,1523,1158,2003
2016-09-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3054,2060,4527,2869,2146,3834,4097,3307,5076,3374,2673,4259,2855,2031,4012,1510,1169,1950
2016-10-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2893,1851,4522,2759,2006,3796,3510,2847,4327,3679,2762,4900,3085,2123,4481,1407,1122,1766
2016-11-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2931,1972,4356,2429,1980,2980,4316,3537,5265,3229,2712,3844,2758,1995,3812,1561,1124,2168
2016-12-06 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2224,1686,2933,2049,1663,2524,2752,2325,3258,2407,2060,2813,2191,1656,2899,1498,1178,1904
06/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2963,1843,4763,3091,2384,4008,5508,4496,6748,3644,3095,4291,2694,1724,4211,1548,1244,1926
06/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3018,1945,4683,3173,2526,3984,4755,4018,5626,3471,2847,4230,2680,1866,3849,1468,1144,1884
06/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3100,2150,4471,3053,2357,3954,3890,3221,4697,3382,2854,4006,2874,1995,4141,1593,1073,2364
06/16/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2924,1930,4431,3259,2434,4363,3948,3088,5049,3310,2693,4069,2522,1746,3643,1601,1158,2214
06/17/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2848,1916,4235,2991,2309,3875,3778,2720,5247,2945,2285,3794,2698,1869,3893,1634,1166,2288
06/18/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3042,2003,4618,2489,2001,3095,4378,3620,5296,3429,2687,4376,2988,2159,4135,1909,1156,3150
06/19/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2398,1753,3279,2053,1676,2514,2853,2333,3488,2524,2104,3029,2560,1932,3391,1428,1119,1822
06/20/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2805,1803,4362,3152,2350,4227,3918,2872,5344,3318,2573,4278,2597,1827,3691,1622,1173,2243
06/21/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2761,1788,4264,3318,2593,4246,3682,3011,4504,3203,2452,4183,2523,1770,3597,1355,1112,1650
06/22/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3032,2044,4498,3088,2373,4019,4594,3587,5885,3112,2310,4193,2564,1871,3514,1499,1150,1955
06/23/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3409,2137,5438,3944,2737,5684,4699,3980,5547,3765,3007,4715,2891,2068,4042,1782,1186,2677
06/24/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3105,2027,4757,3357,2617,4306,4704,3727,5936,3098,2413,3976,3225,2201,4726,1552,1189,2026
06/25/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2753,1762,4301,2127,1734,2609,4434,3502,5616,3422,2646,4427,2635,1894,3666,1393,1077,1801
06/26/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2298,1638,3222,2108,1560,2847,2707,2086,3512,2582,2100,3174,2295,1736,3033,1590,1084,2331
06/27/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2796,1767,4424,3027,2268,4039,4158,3066,5638,3651,2893,4607,2459,1706,3546,1594,1205,2109
